1462795678829979	5407	a7	03	7f	1f	78	13	372836
1462795678830978	5409	e9	f1	93	27	15	ff	372951
1462795678831984	5411	21	10	f5	ff	c8	54	373066
1462795678856949	5413	87	de	c7	21	18	f0	373181
1462795678857101	5414	4b	5f	43	e2	53	f0	373296
1462795678857213	5415	5e	7e	cf	9e	0f	09	373411
1462795678858964	5417	a5	1f	4b	8f	f1	32	373526
1462795678859066	5418	75	0a	e6	36	f9	15	373641
1462795678884879	5420	32	6a	0a	fb	c1	3e	373756
1462795678885018	5421	1a	1c	a7	03	7f	1f	373871
1462795678885988	5423	fc	f9	e9	f1	93	27	373986
1462795678886122	5424	aa	5e	21	10	f5	ff	374101
1462795678887977	5426	9d	01	2a	00	02	00	374129
1462795678888133	5427	41	0f	a8	21	f5	04	374244
1462795678913983	5429	fe	ba	97	d8	97	39	374359
1462795678914114	5430	01	06	b5	07	c3	2f	374474
1462795678915886	5434	e7	1e	22	84	90	bb	374589
1462795678915987	5435	30	6e	8c	0c	5b	29	374704
1462795678917876	5437	7c	a5	2a	40	cb	f8	374819
1462795678917986	5438	18	f7	d4	a0	07	0c	374934
1462795678942971	5440	fc	29	f1	a0	45	a5	375049
1462795678943091	5441	ef	ee	49	fc	07	f7	375164
1462795678943221	5442	c3	28	13	0c	d8	79	375279
1462795678944987	5444	a4	f2	29	d0	60	36	375394
1462795678945094	5445	65	ca	25	96	55	86	375509
1462795678946966	5447	9a	99	22	75	07	f5	375624
1462795678947076	5448	61	7e	07	43	6f	29	375739
1462795678971988	5450	57	09	a0	92	18	eb	375854
1462795678972124	5451	39	d3	bd	bb	29	7d	375969
1462795678973005	5453	ca	c1	eb	ae	1d	23	376084
1462795678973511	5454	9d	01	2a	00	02	00	376172
1462795678974992	5456	43	ea	08	7d	41	0f	376287
1462795678975100	5457	e3	ee	55	78	65	17	376402
1462795679000000	5459	e1	f6	dc	e0	9d	7c	376517
1462795679001019	5461	56	85	12	07	dd	20	376632
1462795679001888	5463	61	7e	07	43	6f	29	376747
1462795679001987	5465	d1	60	f5	6a	39	8b	376862
1462795679030053	5471	61	95	01	87	fa	a2	376977
1462795679030202	5472	0b	78	32	88	0e	46	377092
1462795679030317	5473	9f	e3	ae	9e	67	17	377207
1462795679030930	5475	9d	01	2a	00	02	00	377304
1462795679031100	5476	43	ea	08	7d	41	0f	377419
1462795679057963	5478	e3	ee	55	78	65	17	377534
1462795679058977	5480	e1	f6	dc	e0	9d	7c	377649
1462795679059115	5481	56	85	12	07	dd	20	377764
1462795679059980	5483	d1	60	f5	6a	39	8b	377879
1462795679060108	5484	61	95	01	87	fa	a2	377994
1462795679060886	5486	0b	78	32	88	0e	46	378109
1462795679086004	5488	9f	e3	ae	9e	67	17	378224
1462795679087015	5490	f1	9f	00	3f	cb	ff	378339
1462795679087985	5492	c4	e8	3d	1a	73	4b	378454
1462795679088985	5494	11	11	54	cc	2c	2c	378569
1462795679089895	5496	e3	03	bd	a7	c4	63	378684
1462795679090014	5498	c9	b2	64	50	95	5b	378799
1462795679113952	5500	44	20	f1	e9	9e	d0	378914
1462795679114993	5502	0e	ad	c4	a3	1e	5e	379029
1462795679117002	5504	a2	b7	47	4a	cb	9a	379146
1462795679117125	5505	e9	ff	7c	f5	2f	f9	379263
1462795679119024	5507	17	a7	71	c3	f5	b6	379380
1462795679119174	5508	60	f5	20	56	c8	a3	379497
1462795679143005	5510	e1	94	22	3a	6d	35	379614
1462795679143133	5511	25	63	05	05	8b	dd	379731
1462795679146030	5513	b2	a3	d7	85	7d	c8	379848
1462795679146133	5514	a8	db	0d	d4	32	8d	379965
1462795679148022	5516	24	f5	b3	29	4d	5d	380082
1462795679148126	5517	84	f6	7e	59	7c	e7	380199
1462795679172039	5519	9d	01	2a	00	02	00	380232
1462795679172141	5520	87	d4	10	fa	82	1f	380349
1462795679175012	5522	b9	b3	0a	cf	68	40	380466
1462795679175120	5523	d0	ae	8b	85	81	9a	380583
1462795679203002	5525	65	93	49	a3	08	db	380698
1462795679203110	5526	e3	36	84	5e	29	dd	380813
1462795679203217	5527	e7	9e	b3	b0	e1	7f	380928
1462795679203998	5529	e9	36	ed	b0	b9	92	381043
1462795679231039	5531	87	d4	10	fa	82	1f	381158
1462795679232993	5534	da	43	79	19	fe	60	381273
1462795679259454	5537	9d	01	2a	00	02	00	381319
1462795679259611	5538	ae	2c	98	5d	0a	87	381434
1462795679261029	5540	85	a7	2a	a4	26	4b	381549
1462795679261161	5541	77	a2	e4	ee	49	6a	381664
1462795679288051	5543	11	64	e5	28	ae	08	381779
1462795679289028	5545	e1	5c	ce	89	9a	71	381894
1462795679290050	5547	69	0c	0e	4c	f0	65	382009
1462795679290939	5549	0f	91	41	04	fa	97	382124
1462795679316049	5551	ce	1f	5c	dd	f6	16	382239
1462795679317038	5553	72	2d	05	33	e9	4b	382354
1462795679318015	5555	25	a3	df	56	42	9b	382469
1462795679319046	5557	28	8e	20	77	ea	68	382584
1462795679344017	5559	2b	cd	72	bf	55	f5	382699
1462795679344126	5560	85	c5	4d	9e	cb	4f	382814
1462795679345044	5562	29	c6	16	5b	1d	82	382929
1462795679346041	5564	6e	f5	6f	fd	96	9f	383044
1462795679347039	5566	9e	3b	16	0d	c6	79	383159
1462795679372059	5568	26	b5	16	e7	d4	10	383274
1462795679373999	5570	df	07	38	2b	6a	35	383389
1462795679374149	5571	9a	7d	28	2a	22	8c	383504
1462795679376059	5573	9f	ec	d7	54	69	e6	383619
1462795679376167	5574	2d	7d	40	51	db	b3	383734
1462795679402030	5576	ab	13	97	88	45	78	383849
1462795679402156	5577	f9	41	88	5b	d2	1f	383964
1462795679404069	5579	2a	ff	22	bc	40	0b	384079
1462795679405048	5581	df	07	38	2b	6a	35	384194
1462795679431032	5586	4f	fd	ef	a8	1f	e5	384309
1462795679432024	5588	f5	04	3e	a0	87	d4	384424
1462795679433001	5590	5d	fc	95	06	79	1b	384539
1462795679459071	5592	90	be	0f	db	3b	e7	384654
1462795679459193	5593	4e	ab	bd	a4	88	a7	384769
1462795679460063	5595	0e	98	0f	25	db	0b	384884
1462795679461044	5597	fa	29	13	71	a7	67	384999
1462795679487062	5599	b3	fa	41	49	a9	dc	385114
1462795679488026	5601	1d	8c	a4	af	b0	6a	385229
1462795679489024	5603	90	be	0f	db	3b	e7	385344
1462795679516100	5606	32	6a	45	8e	38	f1	385459
1462795679517107	5608	e1	21	62	27	c0	dc	385574
1462795679544092	5610	a0	29	d2	5a	22	c9	385689
1462795679544199	5611	f0	13	26	56	14	b1	385804
1462795679545082	5613	3c	3b	e8	25	fe	e6	385919
1462795679572106	5615	59	08	cd	3f	06	cd	386034
1462795679573093	5617	8c	76	e2	a4	7f	f1	386149
1462795679574088	5619	da	90	73	35	d3	85	386264
1462795679600140	5621	ff	01	ea	13	e6	5f	386379
1462795679601081	5623	82	1f	50	43	ea	08	386494
1462795679602094	5625	06	4b	22	3c	43	f5	386609
1462795679628077	5627	e5	88	6e	25	fd	75	386726
1462795679629060	5629	6c	db	0d	c7	69	36	386843
1462795679630099	5631	3b	ab	c1	51	0e	75	386960
1462795679656088	5633	d4	da	6b	ff	4c	3d	387077
1462795679656237	5634	78	2f	a8	d6	4d	cf	387194
1462795679657099	5636	d1	20	39	df	42	9f	387311
1462795679658086	5638	88	b8	86	7e	c1	5e	387428
1462795679685082	5640	3e	da	24	0e	1c	03	387545
1462795679685191	5641	ae	56	c5	49	a4	8b	387662
1462795679685302	5642	99	e1	a1	5e	9c	0e	387779
1462795679687105	5644	4f	e8	25	96	b6	de	387896
1462795679687213	5645	4d	e5	ee	0b	63	bc	388013
1462795679714109	5647	65	96	6c	2c	fc	8b	388128
1462795679714217	5648	ac	d8	3b	4b	2a	fe	388243
1462795679715113	5650	bf	b0	ef	cc	3f	b5	388358
1462795679715244	5651	17	bc	cb	d3	a7	0d	388473
1462795679742114	5653	d5	ca	13	07	c6	89	388588
1462795679742217	5654	32	0d	b1	8d	1f	c6	388703
1462795679744110	5656	b2	2c	19	cb	0a	38	388818
1462795679744231	5657	8a	9d	a4	4b	f8	b3	388933
1462795679770126	5659	0d	86	9a	8c	68	44	389048
1462795679770248	5660	13	70	4b	d7	02	1a	389163
1462795679772102	5662	81	4a	b2	2c	b9	89	389278
1462795679772202	5663	96	f9	f9	2b	1a	6e	389393
1462795679772329	5664	4d	c8	4c	21	6a	27	389508
1462795679798034	5666	9f	b8	f8	ac	ee	68	389623
1462795679798135	5667	0f	15	d0	fc	20	32	389738
1462795679800127	5669	9a	06	93	86	f6	35	389853
1462795679800235	5670	2a	1e	d6	54	ac	37	389968
1462795679801126	5672	11	cb	98	1e	00	0e	390083
1462795679801273	5673	e3	fb	e8	0e	3b	d7	390198
1462795679827140	5675	81	ee	bc	4f	a5	a6	390313
1462795679827239	5676	a5	8d	54	ca	19	d3	390428
1462795679829103	5678	bc	69	64	45	d6	3f	390543
1462795679829228	5679	d6	fb	63	7e	87	31	390658
1462795679830096	5681	b3	8c	fc	03	6f	2c	390773
1462795679830219	5682	30	be	65	9e	47	96	390888
1462795679856137	5684	ec	ac	9d	a4	b4	14	391003
1462795679856243	5685	73	93	99	a6	11	9e	391118
1462795679858118	5687	18	2a	94	4f	fa	80	391233
1462795679858249	5688	2a	0d	2b	03	85	1d	391348
1462795679859121	5690	e3	85	23	e6	cb	e3	391463
1462795679859269	5691	b5	69	1f	89	9d	6c	391578
1462795679885145	5693	c6	4d	f1	b0	4b	b0	391693
1462795679885247	5694	77	2f	40	c7	4c	c4	391808
1462795679885394	5695	00	4e	02	a3	ea	68	391923
1462795679887141	5697	08	c4	33	cd	f0	6f	392038
1462795679887242	5698	54	41	04	c7	8a	4f	392153
1462795679888145	5700	31	7f	86	c7	6b	da	392268
1462795679888248	5701	cf	0d	64	f5	6e	99	392383
1462795679914145	5703	e7	9e	ee	b3	1d	c1	392498
1462795679914871	5704	9d	01	2a	00	02	00	392603
1462795679916031	5708	43	34	9a	42	f4	52	392718
1462795679916160	5709	c1	d7	2e	5e	db	39	392833
1462795679917144	5711	cb	62	9c	eb	cd	0f	392948
1462795679917246	5712	58	f7	29	52	9f	24	393063
1462795679942145	5714	ff	2b	a6	2e	e7	25	393178
1462795679942249	5715	e5	f6	2f	ec	dd	5c	393293
1462795679945140	5717	6e	b4	b2	f6	dc	ad	393408
1462795679945242	5718	40	79	b8	09	1d	af	393523
1462795679946130	5720	e7	0f	de	a7	37	04	393638
1462795679946233	5721	62	84	1a	c1	82	e9	393753
1462795679970155	5723	9d	01	2a	00	02	00	393815
1462795679970277	5724	85	27	31	8b	b5	02	393930
1462795679973149	5726	a4	d6	f5	68	87	37	394045
1462795679973256	5727	0b	d5	9e	b0	a3	79	394160
1462795679975132	5729	82	04	16	77	05	df	394275
1462795679975239	5730	f7	d9	2a	6f	dd	a0	394390
1462795679976051	5732	11	c0	bc	ec	0b	00	394505
1462795679999176	5734	d3	e9	0f	2b	fd	f3	394620
1462795679999298	5735	36	6a	6d	d7	3c	62	394735
1462795680002139	5737	f4	2a	b9	49	42	d3	394850
1462795680002245	5738	53	29	fc	17	b4	fd	394965
1462795680002844	5739	9d	01	2a	00	02	00	395004
1462795680004116	5741	4e	d1	97	4a	7f	7e	395119
1462795680004267	5742	c9	79	b6	bc	9f	54	395234
1462795680027152	5744	9d	6f	f7	50	1b	50	395349
1462795680027267	5745	de	48	c4	bc	63	ed	395464
1462795680030271	5747	a2	fc	73	fb	eb	c4	395579
1462795680030421	5748	59	3c	76	d5	cf	0f	395694
1462795680031056	5750	2e	44	46	a6	35	d3	395809
1462795680033053	5752	1a	2a	88	36	a8	7e	395924
1462795680033155	5753	95	1f	3c	c7	fd	f3	396039
1462795680033575	5754	9d	01	2a	00	02	00	396153
1462795680056031	5756	75	24	0a	69	6a	da	396268
1462795680056172	5757	4e	1b	bb	b2	da	1d	396383
1462795680059060	5759	5e	2a	53	c9	45	c1	396498
1462795680059165	5760	d8	dc	dd	cd	83	da	396613
1462795680061148	5762	be	10	07	94	1c	d7	396728
1462795680061293	5763	2b	d9	6f	54	1a	f0	396843
1462795680062055	5765	dc	4a	04	ac	a8	3f	396958
1462795680084066	5767	1a	2a	88	36	a8	7e	397073
1462795680085029	5769	23	aa	fc	00	eb	2f	397188
1462795680112069	5776	e1	48	3b	4a	66	38	397303
1462795680112600	5777	9d	01	2a	00	02	00	397395
1462795680112764	5778	35	5c	f4	79	d5	7f	397510
1462795680112898	5779	98	e8	7a	24	77	98	397625
1462795680113028	5781	56	6e	17	d9	ff	d7	397740
1462795680113173	5782	4f	f8	9d	6c	f6	74	397855
1462795680140077	5784	de	d4	b3	ca	1b	1c	397970
1462795680141100	5786	63	20	89	ef	b4	83	398085
1462795680142069	5788	1e	29	84	2c	fe	b7	398200
1462795680142999	5790	75	de	32	3f	76	f7	398315
1462795680143097	5793	05	83	95	0e	5e	8a	398430
1462795680143697	5794	9d	01	2a	00	02	00	398514
1462795680143847	5795	9d	8e	4b	7e	6d	4d	398629
1462795680168053	5797	d5	6f	3c	e3	da	f8	398744
1462795680169070	5799	84	e5	fb	7a	dc	19	398859
1462795680170065	5801	8d	0b	2f	0c	4a	a7	398976
1462795680171065	5803	93	fd	8d	5f	06	3a	399093
1462795680172068	5805	40	dd	8c	90	77	e5	399210
1462795680173070	5807	00	49	d7	e4	c4	f9	399327
1462795680173940	5809	5f	e5	02	93	8e	d5	399444
1462795680197046	5811	9d	01	2a	00	02	00	399557
1462795680197169	5812	9d	8e	4b	7e	6d	4d	399674
1462795680199075	5814	d5	6f	3c	e3	da	f8	399791
1462795680199181	5815	84	e5	fb	7a	dc	19	399908
1462795680201082	5817	8d	0b	2f	0c	4a	a7	400025
1462795680201218	5818	93	fd	8d	5f	06	3a	400142
1462795680202086	5820	40	dd	8c	90	77	e5	400259
1462795680226081	5822	00	49	d7	e4	c4	f9	400374
1462795680226188	5823	5f	e5	02	93	8e	d5	400489
1462795680228081	5825	9d	01	2a	00	02	00	400600
1462795680228186	5826	e0	db	bc	1b	77	83	400715
1462795680230079	5828	53	55	17	43	1e	13	400830
1462795680230202	5829	98	45	8b	ad	93	b0	400945
1462795680254081	5831	7c	5f	a9	9d	f7	2a	401060
1462795680254204	5832	c8	a3	19	3b	d8	fe	401175
1462795680255091	5834	9c	f4	f1	04	0d	94	401290
1462795680257082	5836	12	41	2e	43	08	13	401405
1462795680257201	5837	9d	c0	6a	10	74	1c	401520
1462795680259077	5839	73	3a	64	c9	51	83	401635
1462795680259782	5840	9d	01	2a	00	02	00	401684
1462795680283105	5842	d9	01	3b	20	27	64	401799
1462795680283208	5843	6b	63	1a	4e	52	79	401914
1462795680285088	5845	ff	8b	8c	29	f2	e4	402029
1462795680285187	5846	11	d3	1f	74	6d	76	402144
1462795680287085	5848	8b	0b	76	bb	47	7c	402259
1462795680287214	5849	66	d9	f9	09	08	19	402374
1462795680311103	5851	24	cf	0e	df	92	da	402489
1462795680311248	5852	b9	11	ed	94	f0	e1	402604
1462795680311378	5853	cd	0d	a4	11	d9	32	402719
1462795680314095	5856	d9	01	3b	20	27	64	402762
1462795680342851	5863	9d	01	2a	00	02	00	402877
1462795680342998	5864	d3	f2	c6	95	3c	f4	402992
1462795680343110	5865	c6	a8	2b	18	2b	be	403107
1462795680343238	5866	f3	86	46	48	ae	13	403222
1462795680343362	5867	59	45	81	69	62	68	403337
1462795680371077	5869	0d	93	37	eb	3f	50	403452
1462795680371216	5870	97	b8	cc	71	cc	b2	403567
1462795680372106	5872	f4	01	3d	f2	95	a9	403682
1462795680373016	5874	0c	60	92	62	26	71	403797
1462795680373113	5877	29	8c	91	a7	2f	3e	403912
1462795680373530	5878	9d	01	2a	00	02	00	403948
1462795680373644	5879	a0	96	cd	28	29	e8	404063
1462795680399112	5881	3c	be	6b	d1	90	f9	404178
1462795680400107	5883	b0	03	30	9b	d3	c5	404293
1462795680401106	5885	d3	ca	d2	96	33	c6	404408
1462795680402107	5887	4c	8f	fc	da	8b	dd	404523
1462795680403009	5889	ab	18	64	62	18	41	404638
1462795680403116	5892	08	c6	a6	36	4d	63	404753
1462795680403264	5893	e5	13	8b	45	a8	d8	404868
1462795680427089	5897	9d	01	2a	00	02	00	404978
1462795680428109	5899	a0	96	cd	28	29	e8	405093
1462795680430114	5901	3c	be	6b	d1	90	f9	405208
1462795680430260	5902	b0	03	30	9b	d3	c5	405323
1462795680432116	5904	d3	ca	d2	96	33	c6	405438
1462795680432227	5905	4c	8f	fc	da	8b	dd	405553
1462795680433020	5907	ab	18	64	62	18	41	405668
1462795680456088	5909	08	c6	a6	36	4d	63	405783
1462795680456188	5910	e5	13	8b	45	a8	d8	405898
1462795680459122	5912	9d	01	2a	00	02	00	406008
1462795680459224	5913	34	a9	e7	a7	e5	8d	406123
1462795680461119	5915	4c	34	4e	d6	1a	62	406238
1462795680461220	5916	19	8c	17	b9	e6	d7	406353
1462795680484123	5918	62	a3	69	ab	14	f5	406468
1462795680484233	5919	53	af	64	59	c3	cd	406583
1462795680485120	5921	10	48	0e	89	10	c7	406698
1462795680488114	5923	bb	57	f1	d0	6a	42	406813
1462795680488219	5924	e9	00	c4	9d	4d	49	406928
1462795680490121	5926	9d	01	2a	00	02	00	407035
1462795680490222	5927	34	a9	e7	a7	e5	8d	407150
1462795680513126	5929	4c	34	4e	d6	1a	62	407265
1462795680513268	5930	19	8c	17	b9	e6	d7	407380
1462795680516121	5932	62	a3	69	ab	14	f5	407495
1462795680516239	5933	53	af	64	59	c3	cd	407610
1462795680517098	5935	10	48	0e	89	10	c7	407725
1462795680519122	5937	bb	57	f1	d0	6a	42	407840
1462795680519225	5938	e9	00	c4	9d	4d	49	407955
1462795680542153	5940	9d	01	2a	00	02	00	408062
1462795680542254	5941	34	a9	e7	a7	e5	8d	408177
1462795680545102	5943	4c	34	4e	d6	1a	62	408292
1462795680545202	5944	19	8c	17	b9	e6	d7	408407
1462795680545306	5945	62	a3	69	ab	14	f5	408522
1462795680547260	5947	53	af	64	59	c3	cd	408637
1462795680547403	5948	10	48	0e	89	10	c7	408752
1462795680548129	5950	bb	57	f1	d0	6a	42	408867
1462795680571148	5952	e9	00	c4	9d	4d	49	408982
1462795680577793	5955	9d	01	2a	00	02	00	409089
1462795680577937	5956	34	a9	e7	a7	e5	8d	409204
1462795680578045	5957	4c	34	4e	d6	1a	62	409319
1462795680578150	5958	19	8c	17	b9	e6	d7	409434
1462795680578249	5959	62	a3	69	ab	14	f5	409549
1462795680578352	5960	53	af	64	59	c3	cd	409664
1462795680599138	5962	10	48	0e	89	10	c7	409779
1462795680599240	5963	bb	57	f1	d0	6a	42	409894
1462795680607119	5965	e9	00	c4	9d	4d	49	410009
1462795680607817	5966	9d	01	2a	00	02	00	410116
1462795680607963	5967	34	a9	e7	a7	e5	8d	410231
1462795680608074	5969	4c	34	4e	d6	1a	62	410346
1462795680608176	5970	19	8c	17	b9	e6	d7	410461
1462795680627146	5972	62	a3	69	ab	14	f5	410576
1462795680627293	5973	53	af	64	59	c3	cd	410691
1462795680635267	5975	10	48	0e	89	10	c7	410806
1462795680635427	5976	bb	57	f1	d0	6a	42	410921
1462795680637144	5978	e9	00	c4	9d	4d	49	411036
1462795680637855	5979	9d	01	2a	00	02	00	411143
1462795680638030	5981	64	bc	e0	c9	79	c1	411258
1462795680638127	5982	f2	2b	01	33	9f	18	411373
1462795680656149	5984	fb	0f	fb	ee	90	a3	411488
1462795680656251	5985	11	36	dc	e7	0e	01	411603
1462795680664226	5987	9c	81	61	bd	37	73	411718
1462795680664385	5988	3b	12	66	47	6a	8c	411833
1462795680664519	5989	45	87	ef	a3	a9	1c	411948
1462795680665147	5991	26	c9	36	ed	87	af	412063
1462795680667147	5993	6c	1a	75	91	0e	17	412178
1462795680684688	5995	9d	01	2a	00	02	00	412272
1462795680684799	5996	70	00	e9	1d	57	ef	412387
1462795680684906	5997	ec	d6	cc	da	22	2d	412502
1462795680692156	5999	87	7f	d3	a8	42	7b	412619
1462795680692285	6000	4d	87	0a	e9	83	d9	412736
1462795680693145	6002	6c	01	68	52	8e	64	412853
1462795680695250	6004	4a	29	59	e0	b5	1f	412970
1462795680695418	6005	dc	8b	ff	8f	f4	b6	413087
1462795680695528	6006	7f	d4	89	c9	c5	8f	413204
1462795680714140	6008	ad	aa	30	0c	ea	b0	413321
1462795680720832	6010	9d	01	2a	00	02	00	413392
1462795680720984	6011	98	d6	e2	8b	60	e3	413509
1462795680721097	6012	55	63	2c	bf	9c	88	413626
1462795680722159	6014	90	f3	3d	6d	03	d9	413743
1462795680722259	6015	02	c7	bc	6c	f9	fa	413860
1462795680724128	6017	e9	6a	29	eb	64	7c	413977
1462795680742256	6019	71	31	48	97	ec	7b	414094
1462795680742371	6020	65	ce	50	e8	ea	9b	414209
1462795680742483	6021	91	43	9d	a0	fa	07	414324
1462795680750163	6023	37	14	70	97	ed	cd	414439
1462795680750678	6024	9d	01	2a	00	02	00	414505
1462795680750789	6025	94	0f	83	28	1f	06	414620
1462795680751128	6027	e2	25	13	81	23	a6	414735
1462795680751229	6028	d7	da	a6	eb	df	34	414850
1462795680770151	6030	a9	ca	9f	bc	ff	d9	414965
1462795680771278	6032	77	e4	6e	b4	6f	2a	415080
1462795680771424	6033	07	ca	c3	e8	ca	67	415195
1462795680771583	6034	80	57	80	c2	e9	f0	415310
1462795680778167	6036	f8	e0	1a	86	38	60	415425
1462795680780168	6038	90	48	b2	fd	57	7b	415540
1462795680781750	6040	9d	01	2a	00	02	00	415597
1462795680781905	6041	76	3f	79	c0	fc	91	415712
1462795680782018	6042	d6	e6	af	46	58	7f	415827
1462795680782122	6043	1f	2d	db	59	6e	e4	415942
1462795680799171	6045	ce	37	89	c3	f9	94	416057
1462795680799272	6046	d3	a9	49	a6	37	97	416172
1462795680808310	6049	99	b7	05	43	fa	36	416287
1462795680808455	6050	16	ea	27	e0	49	31	416402
1462795680808566	6051	8a	e0	04	4b	5f	4d	416517
1462795680808677	6052	9c	18	ed	6c	8a	b0	416632
1462795680812773	6055	9d	01	2a	00	02	00	416669
1462795680812920	6056	76	3f	79	c0	fc	91	416784
1462795680813032	6057	d6	e6	af	46	58	7f	416899
1462795680813133	6058	1f	2d	db	59	6e	e4	417014
1462795680828177	6060	ce	37	89	c3	f9	94	417129
1462795680828301	6061	d3	a9	49	a6	37	97	417244
1462795680838286	6064	99	b7	05	43	fa	36	417361
1462795680838440	6065	16	ea	27	e0	49	31	417478
1462795680838551	6066	8a	e0	04	4b	5f	4d	417595
1462795680838654	6067	9c	18	ed	6c	8a	b0	417712
1462795680853863	6070	9d	01	2a	00	02	00	417751
1462795680854048	6071	1f	be	76	3f	7c	ec	417868
1462795680854196	6072	59	dc	92	0f	9c	9c	417985
1462795680854304	6073	bc	3e	06	5f	3b	fe	418102
1462795680856181	6075	3a	39	d6	93	df	17	418219
1462795680866225	6077	b9	96	83	cc	4f	a4	418336
1462795680867201	6079	ce	37	89	c3	f9	94	418453
1462795680895302	6089	96	64	bc	1e	c4	75	418570
1462795680895451	6090	fc	39	14	4b	d6	bc	418687
1462795680895579	6091	1c	ca	1f	f9	96	85	418804
1462795680895700	6092	77	69	e2	66	9f	73	418921
1462795680905082	6093	9d	01	2a	00	02	00	418958
1462795680905264	6094	cf	45	11	cf	91	e1	419075
1462795680905378	6095	69	6d	e9	2a	00	de	419192
1462795680923207	6099	af	1c	67	0e	26	64	419309
1462795680923355	6100	a3	7e	84	b6	6b	a3	419426
1462795680924187	6102	63	36	b7	c4	5f	a5	419543
1462795680925184	6104	f2	95	fa	c8	a6	10	419660
1462795680926114	6106	43	1c	10	05	98	81	419775
1462795680933256	6108	a8	4d	26	18	ec	10	419890
1462795680934190	6110	ec	b9	52	f1	f6	55	420005
1462795680955077	6116	9d	01	2a	00	02	00	420035
1462795680955195	6118	cf	45	11	cf	91	e1	420150
1462795680955322	6119	69	6d	e9	2a	00	de	420265
1462795680955454	6120	af	1c	67	0e	26	64	420380
1462795680955561	6121	a3	7e	84	b6	6b	a3	420495
1462795680955662	6122	63	36	b7	c4	5f	a5	420610
1462795680955764	6123	f2	95	fa	c8	a6	10	420725
1462795680961171	6125	43	1c	10	05	98	81	420840
1462795680962164	6127	a8	4d	26	18	ec	10	420955
1462795680984331	6129	ec	b9	52	f1	f6	55	421070
1462795681006941	6133	9d	01	2a	00	02	00	421100
1462795681007177	6134	f7	ce	c7	ef	9d	87	421215
1462795681007291	6135	a4	af	e0	c6	af	7c	421330
1462795681007418	6136	ee	36	cf	e2	60	be	421445
1462795681007549	6137	91	34	96	55	99	76	421560
1462795681007700	6138	be	bc	64	15	ee	3b	421675
1462795681007828	6139	0f	f4	d1	81	1b	1b	421790
1462795681012170	6141	a5	79	20	ca	72	2f	421905
1462795681012274	6142	a5	d2	f1	ae	97	83	422020
1462795681036207	6144	1b	40	64	af	0b	a8	422135
1462795681058489	6148	9d	01	2a	00	02	00	422197
1462795681058683	6149	46	d6	10	8d	ac	21	422312
1462795681058797	6150	4b	12	ff	7f	6d	97	422427
1462795681058931	6151	ba	dd	2e	1e	b1	4c	422542
1462795681059066	6152	47	a2	9a	77	c0	50	422657
1462795681059189	6153	42	33	45	5f	8a	45	422772
1462795681059318	6154	24	3d	f1	1c	2c	db	422887
1462795681064212	6156	4a	34	da	64	c1	c4	423002
1462795681064352	6157	a9	fe	f8	41	72	33	423117
1462795681109435	6162	9d	01	2a	00	02	00	423218
1462795681109597	6163	46	d6	10	8d	ac	21	423333
1462795681109706	6164	4b	12	ff	7f	6d	97	423448
1462795681109805	6165	ba	dd	2e	1e	b1	4c	423563
1462795681109905	6166	47	a2	9a	77	c0	50	423678
1462795681110006	6167	42	33	45	5f	8a	45	423793
1462795681110106	6168	24	3d	f1	1c	2c	db	423908
1462795681110206	6169	4a	34	da	64	c1	c4	424023
1462795681110313	6170	a9	fe	f8	41	72	33	424138
1462795681164818	6175	9d	01	2a	00	02	00	424239
1462795681165008	6176	46	d6	10	8d	ac	21	424354
1462795681165149	6177	4b	12	ff	7f	6d	97	424471
1462795681165276	6178	ba	dd	2e	1e	b1	4c	424588
1462795681165407	6179	47	a2	9a	77	c0	50	424705
1462795681165556	6180	42	33	45	5f	8a	45	424822
1462795681165689	6181	24	3d	f1	1c	2c	db	424939
1462795681165829	6182	4a	34	da	64	c1	c4	425056
1462795681165933	6183	a9	fe	f8	41	72	33	425173
1462795681220506	6188	9d	01	2a	00	02	00	425276
1462795681220761	6189	46	d6	10	8d	ac	21	425393
1462795681220896	6190	4b	12	ff	7f	6d	97	425510
1462795681221042	6191	ba	dd	2e	1e	b1	4c	425627
1462795681221164	6192	47	a2	9a	77	c0	50	425744
1462795681221270	6193	42	33	45	5f	8a	45	425861
1462795681221449	6194	24	3d	f1	1c	2c	db	425978
1462795681221557	6195	4a	34	da	64	c1	c4	426095
1462795681221661	6196	a9	fe	f8	41	72	33	426212
1462795681273011	6201	9d	01	2a	00	02	00	426313
1462795681273199	6202	46	d6	10	8d	ac	21	426428
1462795681273309	6203	4b	12	ff	7f	6d	97	426543
1462795681273446	6204	ba	dd	2e	1e	b1	4c	426658
1462795681273583	6205	47	a2	9a	77	c0	50	426773
1462795681273723	6206	42	33	45	5f	8a	45	426888
1462795681273825	6207	24	3d	f1	1c	2c	db	427003
1462795681273922	6208	4a	34	da	64	c1	c4	427118
1462795681274019	6209	a9	fe	f8	41	72	33	427233
1462795681328944	6215	9d	01	2a	00	02	00	427334
1462795681329138	6216	46	d6	10	8d	ac	21	427449
1462795681329253	6217	4b	12	ff	7f	6d	97	427564
1462795681329372	6218	ba	dd	2e	1e	b1	4c	427679
1462795681329499	6219	47	a2	9a	77	c0	50	427794
1462795681329633	6220	42	33	45	5f	8a	45	427909
1462795681329760	6221	24	3d	f1	1c	2c	db	428024
