1462795681329910	6222	4a	34	da	64	c1	c4	428139
1462795681330035	6223	a9	fe	f8	41	72	33	428254
1462795681382081	6228	9d	01	2a	00	02	00	428355
1462795681382333	6229	46	d6	10	8d	ac	21	428470
1462795681382468	6230	4b	12	ff	7f	6d	97	428585
1462795681382611	6231	ba	dd	2e	1e	b1	4c	428700
1462795681382738	6232	47	a2	9a	77	c0	50	428815
1462795681382874	6233	42	33	45	5f	8a	45	428930
1462795681383009	6234	24	3d	f1	1c	2c	db	429045
1462795681383115	6235	4a	34	da	64	c1	c4	429160
1462795681383220	6236	a9	fe	f8	41	72	33	429275
1462795681432807	6243	9d	01	2a	00	02	00	429376
1462795681432962	6244	46	d6	10	8d	ac	21	429491
1462795681433088	6245	4b	12	ff	7f	6d	97	429606
1462795681433215	6246	ba	dd	2e	1e	b1	4c	429721
1462795681433343	6247	47	a2	9a	77	c0	50	429836
1462795681433475	6248	42	33	45	5f	8a	45	429951
1462795681433608	6249	24	3d	f1	1c	2c	db	430066
1462795681433748	6250	4a	34	da	64	c1	c4	430181
1462795681433854	6251	a9	fe	f8	41	72	33	430296
1462795681487536	6256	9d	01	2a	00	02	00	430397
1462795681487721	6257	46	d6	10	8d	ac	21	430512
1462795681487859	6258	4b	12	ff	7f	6d	97	430627
1462795681488024	6259	ba	dd	2e	1e	b1	4c	430742
1462795681488134	6260	47	a2	9a	77	c0	50	430857
1462795681488257	6261	42	33	45	5f	8a	45	430972
1462795681488403	6262	24	3d	f1	1c	2c	db	431087
1462795681488537	6263	4a	34	da	64	c1	c4	431202
1462795681488643	6264	a9	fe	f8	41	72	33	431317
1462795681541056	6270	9d	01	2a	00	02	00	431418
1462795681541250	6271	9c	c7	d5	0a	6e	56	431533
1462795681541391	6272	5c	2b	6e	ad	5b	7e	431648
1462795681541501	6273	15	5e	e1	e8	b9	a3	431763
1462795681541630	6274	ba	fd	cb	b8	67	e4	431878
1462795681541760	6275	ee	2a	4f	fe	93	6a	431993
1462795681541889	6276	44	43	b9	82	0b	aa	432108
1462795681542012	6277	9b	3a	3b	e2	63	32	432223
1462795681598825	6283	9d	01	2a	00	02	00	432363
1462795681599012	6284	09	ce	7e	42	8d	3b	432478
1462795681599155	6285	e5	a5	bc	b5	1a	b1	432593
1462795681599306	6286	b7	59	2c	b1	01	8e	432708
1462795681599432	6287	0a	93	a6	b5	b9	ad	432823
1462795681599603	6288	8e	8c	ea	b0	74	e6	432938
1462795681599736	6289	fe	4e	e0	e7	fd	6b	433053
1462795681599842	6290	3c	7e	51	ed	bc	9b	433168
1462795681599944	6291	1f	b2	66	cd	41	95	433283
1462795681649373	6296	9d	01	2a	00	02	00	433360
1462795681649565	6297	09	ce	7e	42	8d	3b	433475
1462795681649679	6298	e5	a5	bc	b5	1a	b1	433590
1462795681649814	6299	b7	59	2c	b1	01	8e	433705
1462795681649947	6300	0a	93	a6	b5	b9	ad	433820
1462795681650079	6301	8e	8c	ea	b0	74	e6	433937
1462795681650198	6302	fe	4e	e0	e7	fd	6b	434054
1462795681650305	6303	3c	7e	51	ed	bc	9b	434171
1462795681650405	6304	1f	b2	66	cd	41	95	434288
1462795681704905	6309	9d	01	2a	00	02	00	434367
1462795681705100	6310	09	ce	7e	42	8d	3b	434484
1462795681705248	6311	e5	a5	bc	b5	1a	b1	434601
1462795681705412	6312	b7	59	2c	b1	01	8e	434718
1462795681705544	6313	0a	93	a6	b5	b9	ad	434835
1462795681705650	6314	8e	8c	ea	b0	74	e6	434952
1462795681705763	6315	fe	4e	e0	e7	fd	6b	435069
1462795681705864	6316	3c	7e	51	ed	bc	9b	435186
1462795681705963	6317	1f	b2	66	cd	41	95	435303
1462795681756343	6321	9d	01	2a	00	02	00	435382
1462795681756528	6322	09	ce	7e	42	8d	3b	435497
1462795681756671	6323	e5	a5	bc	b5	1a	b1	435612
1462795681756821	6324	b7	59	2c	b1	01	8e	435727
1462795681756947	6325	0a	93	a6	b5	b9	ad	435842
1462795681757087	6326	8e	8c	ea	b0	74	e6	435957
1462795681757194	6327	fe	4e	e0	e7	fd	6b	436072
1462795681757297	6328	3c	7e	51	ed	bc	9b	436187
1462795681757397	6329	1f	b2	66	cd	41	95	436302
1462795681803809	6334	9d	01	2a	00	02	00	436379
1462795681804003	6335	09	ce	7e	42	8d	3b	436494
1462795681804166	6336	e5	a5	bc	b5	1a	b1	436609
1462795681804276	6337	b7	59	2c	b1	01	8e	436724
1462795681804402	6338	0a	93	a6	b5	b9	ad	436839
1462795681804537	6339	8e	8c	ea	b0	74	e6	436954
1462795681804644	6340	fe	4e	e0	e7	fd	6b	437069
1462795681804756	6341	3c	7e	51	ed	bc	9b	437184
1462795681804855	6342	1f	b2	66	cd	41	95	437299
1462795681851437	6346	9d	01	2a	00	02	00	437376
1462795681851623	6347	09	ce	7e	42	8d	3b	437491
1462795681851767	6348	e5	a5	bc	b5	1a	b1	437606
1462795681851908	6349	b7	59	2c	b1	01	8e	437721
1462795681852038	6350	0a	93	a6	b5	b9	ad	437836
1462795681852145	6351	8e	8c	ea	b0	74	e6	437951
1462795681852246	6352	fe	4e	e0	e7	fd	6b	438066
1462795681852346	6353	3c	7e	51	ed	bc	9b	438181
1462795681852448	6354	1f	b2	66	cd	41	95	438296
1462795681900103	6359	9d	01	2a	00	02	00	438373
1462795681900295	6360	09	ce	7e	42	8d	3b	438488
1462795681900410	6361	e5	a5	bc	b5	1a	b1	438603
1462795681900532	6362	b7	59	2c	b1	01	8e	438718
1462795681900666	6363	0a	93	a6	b5	b9	ad	438833
1462795681900774	6364	8e	8c	ea	b0	74	e6	438948
1462795681900877	6365	fe	4e	e0	e7	fd	6b	439063
1462795681900978	6366	3c	7e	51	ed	bc	9b	439178
1462795681901079	6367	1f	b2	66	cd	41	95	439293
1462795681949465	6374	9d	01	2a	00	02	00	439370
1462795681949654	6375	09	ce	7e	42	8d	3b	439485
1462795681949798	6376	e5	a5	bc	b5	1a	b1	439600
1462795681949967	6377	b7	59	2c	b1	01	8e	439715
1462795681950092	6378	0a	93	a6	b5	b9	ad	439830
1462795681950196	6379	8e	8c	ea	b0	74	e6	439945
1462795681950300	6380	fe	4e	e0	e7	fd	6b	440060
1462795681950404	6381	3c	7e	51	ed	bc	9b	440175
1462795681950503	6382	1f	b2	66	cd	41	95	440290
1462795682006145	6387	9d	01	2a	00	02	00	440367
1462795682006331	6388	09	ce	7e	42	8d	3b	440482
1462795682006474	6389	e5	a5	bc	b5	1a	b1	440597
1462795682006585	6390	b7	59	2c	b1	01	8e	440712
1462795682006710	6391	0a	93	a6	b5	b9	ad	440827
1462795682006836	6392	8e	8c	ea	b0	74	e6	440942
1462795682006987	6393	fe	4e	e0	e7	fd	6b	441057
1462795682007112	6394	3c	7e	51	ed	bc	9b	441172
1462795682007218	6395	1f	b2	66	cd	41	95	441287
1462795682057506	6400	9d	01	2a	00	02	00	441364
1462795682057652	6401	37	80	40	6c	52	39	441479
1462795682057803	6402	c8	a0	e6	44	1d	86	441594
1462795682057928	6403	0b	19	bb	f1	c1	21	441709
1462795682058057	6404	60	8e	2b	dc	9f	12	441824
1462795682058188	6405	78	cf	17	97	45	b4	441939
1462795682058330	6406	b6	50	6e	78	50	99	442054
1462795682058455	6407	ca	02	a7	b3	35	09	442169
1462795682058593	6408	68	3c	5e	25	4d	79	442284
1462795682058705	6409	27	7c	06	cd	7c	1f	442399
1462795682105617	6414	9d	01	2a	00	02	00	442481
1462795682105804	6415	98	4e	7f	6b	a6	0f	442596
1462795682105947	6416	e0	b3	c6	f7	82	ea	442711
1462795682106057	6417	95	9d	5b	09	3e	89	442826
1462795682106166	6418	82	da	72	9e	98	f1	442941
1462795682106293	6419	14	a6	72	d1	5e	2a	443056
1462795682106398	6420	64	56	13	e5	a2	a4	443171
1462795682106502	6421	0d	e2	e0	9c	0b	39	443286
1462795682106604	6422	6c	e0	82	af	bf	d5	443401
1462795682153160	6428	9d	01	2a	00	02	00	443542
1462795682153305	6429	cd	89	d9	a8	97	8e	443657
1462795682153474	6430	47	99	c9	09	cb	64	443772
1462795682153581	6431	98	94	65	56	9c	58	443887
1462795682153715	6432	e4	4c	2f	6e	80	32	444002
1462795682153845	6433	b9	77	2f	7c	db	7a	444117
1462795682153975	6434	ce	7d	66	1f	37	e9	444232
1462795682154080	6435	c3	c0	12	1b	ad	dc	444347
1462795682154181	6436	0b	04	10	4d	e7	e9	444462
1462795682201547	6441	9d	01	2a	00	02	00	444572
1462795682201739	6442	cd	89	d9	a8	97	8e	444687
1462795682201852	6443	47	99	c9	09	cb	64	444804
1462795682201990	6444	98	94	65	56	9c	58	444921
1462795682202119	6445	e4	4c	2f	6e	80	32	445038
1462795682202253	6446	b9	77	2f	7c	db	7a	445155
1462795682202376	6447	ce	7d	66	1f	37	e9	445272
1462795682202480	6448	c3	c0	12	1b	ad	dc	445389
1462795682202581	6449	0b	04	10	4d	e7	e9	445506
1462795682248875	6454	9d	01	2a	00	02	00	445618
1462795682249072	6455	26	39	67	18	63	26	445735
1462795682249187	6456	eb	ba	eb	d4	a3	70	445852
1462795682249311	6457	74	ec	34	1f	39	cf	445969
1462795682249439	6458	23	1f	c4	24	f7	f4	446086
1462795682249567	6459	f9	ed	42	85	65	09	446203
1462795682249708	6460	0d	18	73	20	bd	9b	446320
1462795682249840	6461	a2	92	cd	cd	2c	a5	446437
1462795682249946	6462	02	77	a8	31	ac	59	446554
1462795682296154	6466	9d	01	2a	00	02	00	446654
1462795682296267	6467	26	39	67	18	63	26	446769
1462795682296425	6468	eb	ba	eb	d4	a3	70	446884
1462795682296537	6469	74	ec	34	1f	39	cf	446999
1462795682296639	6470	23	1f	c4	24	f7	f4	447114
1462795682296739	6471	f9	ed	42	85	65	09	447229
1462795682296841	6472	0d	18	73	20	bd	9b	447344
1462795682296944	6473	a2	92	cd	cd	2c	a5	447459
1462795682297046	6474	02	77	a8	31	ac	59	447574
1462795682354178	6479	9d	01	2a	00	02	00	447674
1462795682354363	6480	26	39	67	18	63	26	447789
1462795682354479	6481	eb	ba	eb	d4	a3	70	447904
1462795682354609	6482	74	ec	34	1f	39	cf	448019
1462795682354739	6483	23	1f	c4	24	f7	f4	448134
1462795682354861	6484	f9	ed	42	85	65	09	448249
1462795682354967	6485	0d	18	73	20	bd	9b	448364
1462795682355071	6486	a2	92	cd	cd	2c	a5	448479
1462795682355171	6487	02	77	a8	31	ac	59	448594
1462795682406211	6492	9d	01	2a	00	02	00	448694
1462795682406355	6493	26	39	67	18	63	26	448809
1462795682406544	6494	eb	ba	eb	d4	a3	70	448924
1462795682406676	6495	74	ec	34	1f	39	cf	449039
1462795682406811	6496	23	1f	c4	24	f7	f4	449154
1462795682406933	6497	f9	ed	42	85	65	09	449269
1462795682407067	6498	0d	18	73	20	bd	9b	449384
1462795682407171	6499	a2	92	cd	cd	2c	a5	449499
1462795682407279	6500	02	77	a8	31	ac	59	449614
1462795682454660	6506	9d	01	2a	00	02	00	449714
1462795682454808	6507	26	39	67	18	63	26	449829
1462795682454938	6508	eb	ba	eb	d4	a3	70	449944
1462795682455041	6509	74	ec	34	1f	39	cf	450059
1462795682455142	6510	23	1f	c4	24	f7	f4	450174
1462795682455249	6511	f9	ed	42	85	65	09	450289
1462795682455349	6512	0d	18	73	20	bd	9b	450404
1462795682455449	6513	a2	92	cd	cd	2c	a5	450519
1462795682484451	6518	02	77	a8	31	ac	59	450634
1462795682512412	6525	02	77	a8	31	ac	59	450734
1462795682512906	6526	9d	01	2a	00	02	00	450834
1462795682513022	6527	02	eb	2d	3f	36	c6	450949
1462795682513162	6528	aa	d1	5a	fa	be	9f	451064
1462795682513313	6529	c9	02	d0	1c	90	a7	451179
1462795682513443	6530	a8	aa	a8	4d	f0	94	451294
1462795682513578	6531	77	52	8d	ca	29	d0	451409
1462795682540448	6533	39	de	75	bd	13	aa	451524
1462795682540588	6534	5e	af	e6	6c	58	55	451639
1462795682558690	6540	9d	01	2a	00	02	00	451730
1462795682558878	6541	16	cc	b5	61	47	eb	451845
1462795682558992	6542	1d	a6	e9	41	f9	34	451960
1462795682559109	6543	fe	dc	b0	03	2f	05	452075
1462795682559210	6544	98	54	12	0c	88	d7	452190
1462795682559309	6545	29	50	c4	55	b8	1c	452305
1462795682559411	6546	a9	30	dd	4e	22	90	452420
1462795682569440	6549	68	27	c1	87	79	87	452535
1462795682607420	6557	9d	01	2a	00	02	00	452639
1462795682607611	6558	c0	bf	7d	1f	fd	28	452754
1462795682607743	6559	70	3b	bb	ea	ba	26	452869
1462795682607866	6560	82	84	57	34	61	c3	452984
1462795682608015	6561	49	3c	3b	37	a3	5c	453099
1462795682608123	6562	f9	43	e7	eb	cc	b3	453214
1462795682608252	6563	c7	ba	5e	1e	a3	74	453329
1462795682608358	6564	38	81	fb	23	96	71	453444
1462795682657494	6569	9d	01	2a	00	02	00	453550
1462795682657645	6570	45	01	72	c9	56	b3	453665
1462795682657825	6571	59	5f	07	8d	93	60	453780
1462795682657949	6572	51	fe	ff	17	2f	52	453895
1462795682658072	6573	19	49	c4	08	21	9e	454010
1462795682658222	6574	88	42	d6	e8	aa	84	454125
1462795682658358	6575	a2	fe	9e	26	a1	90	454240
1462795682658504	6576	57	b0	f6	3f	1a	a4	454355
1462795682658610	6577	40	ca	f2	b0	36	1d	454470
1462795682705808	6581	9d	01	2a	00	02	00	454539
1462795682706003	6582	45	01	72	c9	56	b3	454654
1462795682706119	6583	59	5f	07	8d	93	60	454769
1462795682706248	6584	51	fe	ff	17	2f	52	454886
1462795682706378	6585	19	49	c4	08	21	9e	455003
1462795682706501	6586	88	42	d6	e8	aa	84	455120
1462795682706644	6587	a2	fe	9e	26	a1	90	455237
1462795682706753	6588	57	b0	f6	3f	1a	a4	455354
1462795682706855	6589	40	ca	f2	b0	36	1d	455471
1462795682762050	6595	9d	01	2a	00	02	00	455542
1462795682762251	6596	45	01	72	c9	56	b3	455659
1462795682762399	6597	59	5f	07	8d	93	60	455776
1462795682762551	6598	51	fe	ff	17	2f	52	455893
1462795682762656	6599	19	49	c4	08	21	9e	456010
1462795682762763	6600	88	42	d6	e8	aa	84	456127
1462795682762863	6601	a2	fe	9e	26	a1	90	456244
1462795682762964	6602	57	b0	f6	3f	1a	a4	456361
1462795682763064	6603	40	ca	f2	b0	36	1d	456478
1462795682813499	6608	9d	01	2a	00	02	00	456547
1462795682813692	6609	45	01	72	c9	56	b3	456662
1462795682813802	6610	59	5f	07	8d	93	60	456777
1462795682813915	6611	51	fe	ff	17	2f	52	456892
1462795682814056	6612	19	49	c4	08	21	9e	457007
1462795682814157	6613	88	42	d6	e8	aa	84	457122
1462795682814258	6614	a2	fe	9e	26	a1	90	457237
1462795682814355	6615	57	b0	f6	3f	1a	a4	457352
1462795682814452	6616	40	ca	f2	b0	36	1d	457467
1462795682861001	6620	9d	01	2a	00	02	00	457536
1462795682861139	6621	45	01	72	c9	56	b3	457651
1462795682861295	6622	59	5f	07	8d	93	60	457766
1462795682861421	6623	51	fe	ff	17	2f	52	457881
1462795682861567	6624	19	49	c4	08	21	9e	457996
1462795682861705	6625	88	42	d6	e8	aa	84	458111
1462795682861837	6626	a2	fe	9e	26	a1	90	458226
1462795682861943	6627	57	b0	f6	3f	1a	a4	458341
1462795682862051	6628	40	ca	f2	b0	36	1d	458456
1462795682910092	6633	9d	01	2a	00	02	00	458525
1462795682910269	6634	45	01	72	c9	56	b3	458640
1462795682910384	6635	59	5f	07	8d	93	60	458755
1462795682910500	6636	51	fe	ff	17	2f	52	458870
1462795682910624	6637	19	49	c4	08	21	9e	458985
1462795682910767	6638	88	42	d6	e8	aa	84	459100
1462795682910931	6639	a2	fe	9e	26	a1	90	459215
1462795682911070	6640	57	b0	f6	3f	1a	a4	459330
1462795682911211	6641	40	ca	f2	b0	36	1d	459445
1462795682964869	6648	9d	01	2a	00	02	00	459514
1462795682965031	6649	45	01	72	c9	56	b3	459629
1462795682965164	6650	59	5f	07	8d	93	60	459744
1462795682965317	6651	51	fe	ff	17	2f	52	459859
1462795682965428	6652	19	49	c4	08	21	9e	459974
1462795682965562	6653	88	42	d6	e8	aa	84	460089
1462795682965700	6654	a2	fe	9e	26	a1	90	460204
1462795682965843	6655	57	b0	f6	3f	1a	a4	460319
1462795682965966	6656	40	ca	f2	b0	36	1d	460434
1462795683016497	6660	9d	01	2a	00	02	00	460503
1462795683016615	6661	db	22	57	a9	52	e8	460618
1462795683016790	6662	e0	25	23	b2	4e	16	460733
1462795683016920	6663	6d	47	f1	c8	4b	a8	460848
1462795683017069	6664	39	c8	f4	39	04	74	460963
1462795683017225	6665	6a	93	85	c2	67	bf	461078
1462795683017366	6666	e7	78	3d	de	bf	32	461193
1462795683017525	6667	d2	f4	c4	6c	c7	83	461308
1462795683017635	6668	e0	75	b5	4d	2f	a5	461423
1462795683046517	6672	db	22	57	a9	52	e8	461532
1462795683074943	6678	9d	01	2a	00	02	00	461647
1462795683075093	6679	db	22	57	a9	52	e8	461762
1462795683075227	6680	e0	25	23	b2	4e	16	461877
1462795683075383	6681	6d	47	f1	c8	4b	a8	461992
1462795683075535	6682	39	c8	f4	39	04	74	462107
1462795683075640	6683	6a	93	85	c2	67	bf	462222
1462795683102585	6685	e7	78	3d	de	bf	32	462337
1462795683102728	6686	d2	f4	c4	6c	c7	83	462452
1462795683103561	6688	e0	75	b5	4d	2f	a5	462567
1462795683118739	6693	9d	01	2a	00	02	00	462676
1462795683118891	6694	db	22	57	a9	52	e8	462791
1462795683119002	6695	e0	25	23	b2	4e	16	462906
1462795683119104	6696	6d	47	f1	c8	4b	a8	463021
1462795683130699	6698	39	c8	f4	39	04	74	463136
1462795683131652	6700	6a	93	85	c2	67	bf	463251
1462795683132603	6702	e7	78	3d	de	bf	32	463366
1462795683146549	6704	d2	f4	c4	6c	c7	83	463481
1462795683147548	6706	e0	75	b5	4d	2f	a5	463596
1462795683159627	6710	e0	25	23	b2	4e	16	463705
1462795683176505	6714	9d	01	2a	00	02	00	463820
1462795683176651	6715	db	22	57	a9	52	e8	463935
1462795683176766	6716	e0	25	23	b2	4e	16	464050
1462795683187621	6718	6d	47	f1	c8	4b	a8	464165
1462795683204604	6720	39	c8	f4	39	04	74	464280
1462795683204713	6721	6a	93	85	c2	67	bf	464395
1462795683205605	6723	e7	78	3d	de	bf	32	464510
1462795683206499	6725	d2	f4	c4	6c	c7	83	464625
1462795683215608	6727	e0	75	b5	4d	2f	a5	464740
1462795683231291	6728	9d	01	2a	00	02	00	464849
1462795683232546	6730	db	22	57	a9	52	e8	464964
1462795683233591	6732	e0	25	23	b2	4e	16	465079
1462795683234642	6734	6d	47	f1	c8	4b	a8	465194
1462795683235625	6736	39	c8	f4	39	04	74	465311
1462795683243627	6738	6a	93	85	c2	67	bf	465428
1462795683259600	6740	e7	78	3d	de	bf	32	465545
1462795683260674	6742	d2	f4	c4	6c	c7	83	465662
1462795683261621	6744	e0	75	b5	4d	2f	a5	465779
1462795683282466	6747	9d	01	2a	00	02	00	465890
1462795683282617	6748	db	22	57	a9	52	e8	466007
1462795683287605	6750	e0	25	23	b2	4e	16	466124
1462795683287747	6751	6d	47	f1	c8	4b	a8	466241
1462795683289649	6753	39	c8	f4	39	04	74	466358
1462795683289751	6754	6a	93	85	c2	67	bf	466475
1462795683311662	6756	e7	78	3d	de	bf	32	466590
1462795683311764	6757	d2	f4	c4	6c	c7	83	466705
1462795683316682	6759	e0	75	b5	4d	2f	a5	466820
1462795683335509	6761	9d	01	2a	00	02	00	466929
1462795683335649	6762	db	22	57	a9	52	e8	467044
1462795683335756	6763	e0	25	23	b2	4e	16	467159
1462795683340602	6765	6d	47	f1	c8	4b	a8	467274
1462795683340713	6766	39	c8	f4	39	04	74	467389
1462795683344667	6768	6a	93	85	c2	67	bf	467504
1462795683364624	6770	e7	78	3d	de	bf	32	467619
1462795683364729	6771	d2	f4	c4	6c	c7	83	467734
1462795683364852	6772	e0	75	b5	4d	2f	a5	467849
1462795683387891	6774	9d	01	2a	00	02	00	467958
1462795683388039	6775	db	22	57	a9	52	e8	468073
1462795683392622	6777	e0	25	23	b2	4e	16	468188
1462795683392745	6778	6d	47	f1	c8	4b	a8	468303
1462795683393622	6780	39	c8	f4	39	04	74	468418
1462795683393723	6781	6a	93	85	c2	67	bf	468533
1462795683417572	6785	e7	78	3d	de	bf	32	468648
1462795683417677	6786	d2	f4	c4	6c	c7	83	468763
1462795683417783	6787	e0	75	b5	4d	2f	a5	468878
1462795683438640	6790	9d	01	2a	00	02	00	468987
1462795683438789	6791	db	22	57	a9	52	e8	469102
1462795683438901	6792	e0	25	23	b2	4e	16	469217
1462795683439004	6793	6d	47	f1	c8	4b	a8	469332
1462795683446680	6795	39	c8	f4	39	04	74	469447
1462795683446810	6796	6a	93	85	c2	67	bf	469562
1462795683446916	6797	e7	78	3d	de	bf	32	469677
1462795683467637	6799	d2	f4	c4	6c	c7	83	469792
1462795683467749	6800	e0	75	b5	4d	2f	a5	469907
1462795683492003	6803	9d	01	2a	00	02	00	470016
1462795683492154	6804	db	22	57	a9	52	e8	470131
1462795683492269	6805	e0	25	23	b2	4e	16	470246
1462795683492371	6806	6d	47	f1	c8	4b	a8	470361
1462795683492473	6807	39	c8	f4	39	04	74	470476
1462795683496693	6809	6a	93	85	c2	67	bf	470591
1462795683496795	6810	e7	78	3d	de	bf	32	470706
1462795683520648	6812	d2	f4	c4	6c	c7	83	470821
1462795683520753	6813	e0	75	b5	4d	2f	a5	470936
1462795683548314	6816	9d	01	2a	00	02	00	471045
1462795683548516	6818	62	d1	66	5d	cd	02	471160
1462795683548616	6819	62	ba	54	1e	41	92	471275
1462795683548719	6820	ab	38	76	13	4d	0e	471390
1462795683548822	6821	5b	aa	c8	ad	60	b2	471505
1462795683548922	6822	64	41	08	50	b6	8e	471620
1462795683549024	6823	3b	a2	8f	fb	be	fc	471735
1462795683549545	6825	ea	71	6b	1a	75	79	471850
1462795683577651	6827	cb	89	64	bf	1d	a5	471965
1462795683602171	6830	9d	01	2a	00	02	00	472046
1462795683602313	6831	62	d1	66	5d	cd	02	472161
1462795683602447	6832	62	ba	54	1e	41	92	472276
1462795683602600	6833	ab	38	76	13	4d	0e	472391
1462795683602733	6834	5b	aa	c8	ad	60	b2	472506
1462795683602867	6835	64	41	08	50	b6	8e	472621
1462795683602975	6836	3b	a2	8f	fb	be	fc	472736
1462795683605619	6838	ea	71	6b	1a	75	79	472851
1462795683631660	6840	cb	89	64	bf	1d	a5	472966
1462795683656883	6843	9d	01	2a	00	02	00	473047
1462795683657029	6844	62	d1	66	5d	cd	02	473162
1462795683657161	6845	62	ba	54	1e	41	92	473277
1462795683657288	6846	ab	38	76	13	4d	0e	473392
1462795683657402	6847	5b	aa	c8	ad	60	b2	473507
1462795683657532	6848	64	41	08	50	b6	8e	473622
1462795683657663	6849	3b	a2	8f	fb	be	fc	473737
1462795683659658	6851	ea	71	6b	1a	75	79	473852
1462795683685697	6853	cb	89	64	bf	1d	a5	473967
1462795683709188	6855	9d	01	2a	00	02	00	474048
1462795683709338	6856	62	d1	66	5d	cd	02	474163
1462795683709471	6857	62	ba	54	1e	41	92	474278
1462795683709602	6858	ab	38	76	13	4d	0e	474393
1462795683709751	6859	5b	aa	c8	ad	60	b2	474508
1462795683709878	6860	64	41	08	50	b6	8e	474623
1462795683713667	6862	3b	a2	8f	fb	be	fc	474738
1462795683713804	6863	ea	71	6b	1a	75	79	474855
1462795683738634	6865	cb	89	64	bf	1d	a5	474972
1462795683764056	6868	9d	01	2a	00	02	00	475055
1462795683764176	6869	62	d1	66	5d	cd	02	475172
1462795683764308	6870	62	ba	54	1e	41	92	475289
1462795683764418	6871	ab	38	76	13	4d	0e	475406
1462795683764551	6872	5b	aa	c8	ad	60	b2	475523
1462795683764693	6873	64	41	08	50	b6	8e	475640
1462795683764814	6874	3b	a2	8f	fb	be	fc	475757
1462795683766627	6876	ea	71	6b	1a	75	79	475874
1462795683792692	6878	cb	89	64	bf	1d	a5	475991
1462795683794574	6882	ab	38	76	13	4d	0e	476074
1462795683816382	6883	9d	01	2a	00	02	00	476191
1462795683820591	6885	62	d1	66	5d	cd	02	476306
1462795683820739	6886	62	ba	54	1e	41	92	476421
1462795683822584	6888	ab	38	76	13	4d	0e	476536
1462795683844638	6890	5b	aa	c8	ad	60	b2	476651
1462795683844771	6891	64	41	08	50	b6	8e	476766
1462795683848704	6893	3b	a2	8f	fb	be	fc	476881
1462795683849696	6895	ea	71	6b	1a	75	79	476996
1462795683850684	6897	cb	89	64	bf	1d	a5	477111
1462795683865001	6898	9d	01	2a	00	02	00	477192
1462795683872648	6900	62	d1	66	5d	cd	02	477307
1462795683873642	6902	62	ba	54	1e	41	92	477422
1462795683876683	6904	ab	38	76	13	4d	0e	477537
1462795683877690	6906	5b	aa	c8	ad	60	b2	477652
1462795683878698	6908	64	41	08	50	b6	8e	477767
1462795683892699	6910	3b	a2	8f	fb	be	fc	477882
1462795683900702	6912	ea	71	6b	1a	75	79	477997
1462795683901741	6914	cb	89	64	bf	1d	a5	478112
1462795683920448	6919	9d	01	2a	00	02	00	478193
1462795683920592	6920	62	d1	66	5d	cd	02	478308
1462795683929651	6922	62	ba	54	1e	41	92	478423
1462795683929796	6923	ab	38	76	13	4d	0e	478538
1462795683929930	6924	5b	aa	c8	ad	60	b2	478653
1462795683930082	6925	64	41	08	50	b6	8e	478768
1462795683949630	6927	3b	a2	8f	fb	be	fc	478883
1462795683949730	6928	ea	71	6b	1a	75	79	478998
1462795683958654	6930	cb	89	64	bf	1d	a5	479113
1462795683973565	6932	9d	01	2a	00	02	00	479194
1462795683973712	6933	62	d1	66	5d	cd	02	479309
1462795683973856	6934	62	ba	54	1e	41	92	479424
1462795683978651	6936	ab	38	76	13	4d	0e	479539
1462795683978784	6937	5b	aa	c8	ad	60	b2	479654
1462795683986730	6939	64	41	08	50	b6	8e	479769
1462795684002662	6941	3b	a2	8f	fb	be	fc	479884
1462795684002774	6942	ea	71	6b	1a	75	79	479999
1462795684006686	6944	cb	89	64	bf	1d	a5	480114
1462795684025530	6946	9d	01	2a	00	02	00	480195
1462795684025678	6947	26	98	5d	57	1c	0b	480310
1462795684025793	6948	2e	b1	30	95	c7	47	480425
1462795684031664	6950	b5	51	33	ac	8c	4d	480540
